Unnamed: 0,Id,Age,Gender,Departments,Average Score,Communication Skills,Teamwork Skills,Management Skills,Critical Thinking,Computer Skills,Language Skills,Machine Operation Skills,Data Analysis Skills,Sales and Marketing Skills,Writing Skills,Financial Skills,Project Management Skills,Medical Skills,Annual Tuition Budget,Preferred Location,Key Factors for Future Job,Major,Habit,Field of Interest,Converted Score,Matched Universities
6336,6337,17,2,1,8.22,3,2,3,4,2,3,2,2,2,1,3,3,2,1,3,"3,1,4",22,4,10,24.660000000000004,
6337,6338,19,2,5,7.55,1,5,1,4,2,1,2,2,1,1,3,2,3,1,2,"3,5,1",1,3,3,22.65,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh, Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh"
6338,6339,19,1,2,8.5,3,4,3,3,1,1,1,2,1,2,3,3,1,2,2,"2,8,6",6,4,5,25.5,"Đại học Quốc gia Hà Nội, Trường Đại học Luật Hà Nội, Trường Đại học Văn hóa Hà Nội, Học viện Báo chí và Tuyên truyền, Học viện Ngoại giao, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Học viện Chính sách và Phát triển, Trường Đại học Luật Hà Nội – Phân hiệu tại Đắk Lắk, Đại học Ngoại thương (Cơ sở TP.HCM), Đại học Kinh tế - Luật (ĐH Quốc gia TP.HCM), Đại học Tôn Đức Thắng"
6339,6340,16,1,1,9.29,2,2,2,3,2,3,1,3,3,3,3,1,2,2,2,"5,1,3",11,2,6,27.869999999999997,
6340,6341,18,2,5,8.17,1,5,3,5,1,2,3,3,3,1,3,1,1,1,1,"5,8,7",1,3,3,24.509999999999998,"Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Kiến trúc Thành phố Hồ Chí Minh"
6341,6342,17,2,2,9.34,4,2,1,1,1,1,2,1,2,2,2,3,2,2,2,"1,2,3",10,2,2,28.02,Trường Đại học Kinh tế Quốc dân
6342,6343,17,1,1,8.68,4,5,3,3,3,2,1,1,3,1,2,1,2,3,2,"5,1,3",11,2,6,26.04,"Đại học Quốc gia Hà Nội, Đại học Bách khoa Hà Nội, Trường Đại học Bách Khoa - ĐH Đà Nẵng, Đại học Bách Khoa - ĐHQG TP.HCM"
6343,6344,16,2,1,7.75,5,5,2,5,2,3,3,2,3,3,1,2,1,2,3,"6,4,1",21,6,7,23.25,"Đại học Thái Nguyên, Trường Đại học Sư phạm Hà Nội 2, Trường Đại học Tây Bắc, Trường Đại học Ngoại ngữ - ĐH Huế, Trường Đại học Sư phạm - ĐH Huế, Trường Đại học Ngoại ngữ - ĐH Đà Nẵng, Trường Đại học Sư phạm - ĐH Đà nẵng, Trường Đại học Đà Lạt, Trường Đại học Khánh Hòa, Trường Đại học Phú Yên, Trường Đại học Quảng Bình, Trường Đại học Quảng Nam, Trường Đại học Quy Nhơn, Trường Đại học Tây Nguyên, Trường Đại học Vinh, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Sư phạm TP. HCM"
6344,6345,17,1,1,7.05,1,3,5,1,2,3,2,2,2,2,2,3,1,2,3,"1,3,6",15,5,12,21.15,
6345,6346,18,1,2,7.59,4,1,5,2,1,1,3,3,3,2,3,2,1,2,2,"1,6,4",3,1,2,22.77,"Trường Đại học Mỏ - Địa chất, Trường Đại học Tài nguyên và Môi trường Hà Nội, Học viện Báo chí và Tuyên truyền, Học viện phụ nữ Việt Nam, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Ngân hàng TP. HCM"
6346,6347,16,1,2,8.33,1,2,4,4,1,1,1,3,2,2,2,2,1,3,3,"4,1,5",5,8,11,24.990000000000002,"Học viện Ngân hàng, Trường Đại học Giao thông Vận tải, Trường Đại học Văn hóa Hà Nội, Trường Đại học Tài nguyên và Môi trường Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Sư phạm Nghệ thuật Trung ương, Trường Đại học Kinh tế - ĐH Đà Nẵng, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Tôn Đức Thắng, Đại học Quốc tế - ĐH Quốc gia TP.HCM"
6347,6348,18,2,1,8.38,2,3,5,2,3,3,1,3,1,1,1,2,1,2,3,"5,1,8",1,3,3,25.14,"Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Kiến trúc Thành phố Hồ Chí Minh"
6348,6349,19,2,4,7.63,4,3,2,4,2,2,3,2,2,3,2,2,3,3,2,"1,8,7",4,8,5,22.89,"Học viện phụ nữ Việt Nam, Trường Đại học Sư phạm - ĐH Đà nẵng"
6349,6350,18,2,1,9.2,3,1,5,4,3,1,2,1,2,3,3,1,2,1,2,"2,6,1",3,1,2,27.599999999999998,
6350,6351,17,1,1,8.41,1,4,2,5,1,3,2,3,3,3,2,2,3,2,3,"5,6,3",1,3,3,25.23,"Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Kiến trúc Thành phố Hồ Chí Minh"
6351,6352,17,1,1,7.06,5,2,5,5,2,1,2,1,1,1,2,2,3,1,3,"4,5,7",21,6,7,21.18,"Đại học Thái Nguyên, Trường Đại học Sư phạm Hà Nội 2, Trường Đại học Tây Bắc, Trường Đại học Ngoại ngữ - ĐH Huế, Trường Đại học Sư phạm - ĐH Huế, Trường Đại học Ngoại ngữ - ĐH Đà Nẵng, Trường Đại học Sư phạm - ĐH Đà nẵng, Trường Đại học Đà Lạt, Trường Đại học Khánh Hòa, Trường Đại học Phạm Văn Đồng, Trường Đại học Quảng Bình, Trường Đại học Quảng Nam, Trường Đại học Tây Nguyên, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Sư phạm TP. HCM, Đại học Đồng Tháp"
6352,6353,18,1,1,9.26,3,4,5,5,1,3,2,3,1,1,2,1,2,1,2,"2,1,4",8,5,1,27.78,
6353,6354,16,1,1,9.1,5,5,3,2,3,1,3,3,3,2,3,1,1,2,2,"7,3,1",1,3,3,27.299999999999997,Trường Đại học Mỹ thuật Việt Nam
6354,6355,19,2,4,7.91,5,4,5,4,2,2,3,1,3,3,1,2,2,3,3,"8,3,5",2,1,4,23.73,"Trường Đại học Xây dựng Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
6355,6356,16,1,1,9.21,4,5,4,1,2,2,3,3,2,2,1,3,2,2,2,"1,8,3",11,2,6,27.630000000000003,
6356,6357,17,1,1,8.99,2,2,5,2,1,1,1,3,3,2,3,3,1,2,1,"8,3,1",21,6,7,26.97,"Đại học Quốc gia Hà Nội, Đại học Thái Nguyên, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Sư phạm Hà Nội 2, Trường Đại học Tây Bắc, Trường Đại học Mỹ thuật Việt Nam, Trường Đại học Ngoại ngữ - ĐH Huế, Trường Đại học Sư phạm - ĐH Huế, Trường Đại học Ngoại ngữ - ĐH Đà Nẵng, Trường Đại học Đà Lạt, Trường Đại học Vinh"
6357,6358,19,2,1,8.07,2,5,5,4,1,2,1,1,2,3,1,2,2,2,2,"7,5,8",5,8,11,24.21,"Học viện Ngân hàng, Trường Đại học Giao thông Vận tải, Trường Đại học Văn hóa Hà Nội, Trường Đại học Tài nguyên và Môi trường Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Sư phạm Nghệ thuật Trung ương, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Ngân hàng TP. HCM, Đại học Tài chính - Marketing, Đại học Tôn Đức Thắng, Đại học Quốc tế - ĐH Quốc gia TP.HCM"
6358,6359,18,1,2,8.49,2,5,4,1,2,1,2,3,1,1,1,1,2,1,3,"2,3,6",22,4,10,25.47,
6359,6360,18,1,1,9.13,1,1,4,3,2,2,1,3,3,1,3,2,3,1,2,"5,4,2",1,3,3,27.39,Trường Đại học Mỹ thuật Việt Nam
6360,6361,16,2,4,7.49,4,3,5,4,3,3,3,2,1,2,2,1,1,1,1,"4,8,1",6,4,5,22.47,"Đại học Thăng Long, Học viện phụ nữ Việt Nam, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Ngân hàng TP. HCM"
6361,6362,17,2,3,7.23,4,3,4,3,2,3,1,2,2,1,3,2,1,2,3,"4,1,8",4,8,5,21.69,"Học viện phụ nữ Việt Nam, Trường Đại học Khoa học - ĐH Huế"
6362,6363,18,1,3,9.25,4,4,2,1,1,3,2,3,3,3,3,1,2,1,1,"6,4,7",6,4,5,27.75,"Đại học Quốc gia Hà Nội, Trường Đại học Luật Hà Nội, Học viện Ngoại giao"
6363,6364,16,1,1,8.54,4,1,3,3,1,2,1,2,1,2,1,1,2,2,1,"8,2,1",21,6,7,25.619999999999997,"Đại học Quốc gia Hà Nội, Đại học Thái Nguyên, Trường Đại học Sư phạm Hà Nội 2, Trường Đại học Tây Bắc, Trường Đại học Ngoại ngữ - ĐH Huế, Trường Đại học Sư phạm - ĐH Huế, Trường Đại học Ngoại ngữ - ĐH Đà Nẵng, Trường Đại học Đà Lạt, Trường Đại học Khánh Hòa, Trường Đại học Quy Nhơn, Trường Đại học Tây Nguyên, Trường Đại học Vinh"
6364,6365,19,2,3,7.36,3,2,5,1,3,2,2,1,1,1,1,2,2,2,1,"5,7,8",21,6,7,22.080000000000002,"Đại học Thái Nguyên, Trường Đại học Sư phạm Hà Nội 2, Trường Đại học Tây Bắc, Trường Đại học Ngoại ngữ - ĐH Huế, Trường Đại học Sư phạm - ĐH Huế, Trường Đại học Ngoại ngữ - ĐH Đà Nẵng, Trường Đại học Sư phạm - ĐH Đà nẵng, Trường Đại học Đà Lạt, Trường Đại học Khánh Hòa, Trường Đại học Phạm Văn Đồng, Trường Đại học Quảng Bình, Trường Đại học Quảng Nam, Trường Đại học Tây Nguyên, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Sư phạm TP. HCM"
6365,6366,19,2,1,7.1,1,2,5,1,2,3,1,2,2,3,2,2,3,1,1,"1,5,3",11,2,6,21.299999999999997,"Trường Đại học Mỏ - Địa chất, Trường Đại học Xây dựng Hà Nội, Trường Đại học Hàng Hải Việt Nam, Trường Đại học Y tế công cộng, Trường Đại học Bách Khoa - ĐH Đà Nẵng, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Học viện Công nghệ Bưu chính Viễn thông (Cơ sở phía Nam), Đại học Giao thông vận tải Thành phố Hồ Chí Minh"
6366,6367,17,1,1,8.8,1,3,4,4,1,3,1,3,1,1,2,3,3,2,3,"5,8,4",11,2,6,26.400000000000002,"Đại học Quốc gia Hà Nội, Đại học Bách khoa Hà Nội, Trường Đại học Bách Khoa - ĐH Đà Nẵng"
6367,6368,16,1,3,8.34,4,3,1,1,3,1,2,3,3,2,1,3,3,1,2,"6,4,5",3,1,2,25.02,"Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Giao thông Vận tải, Trường Đại học Tài nguyên và Môi trường Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
6368,6369,19,2,3,7.18,3,5,5,2,2,1,3,1,1,1,1,2,2,3,3,"1,8,2",11,2,6,21.54,"Trường Đại học Mỏ - Địa chất, Trường Đại học Xây dựng Hà Nội, Trường Đại học Hàng Hải Việt Nam, Trường Đại học Y tế công cộng, Trường Đại học Bách Khoa - ĐH Đà Nẵng, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Học viện Công nghệ Bưu chính Viễn thông (Cơ sở phía Nam), Đại học Giao thông vận tải Thành phố Hồ Chí Minh"
6369,6370,18,1,1,7.73,2,5,3,2,2,3,3,1,1,2,2,2,2,2,1,"6,3,1",1,3,3,23.19,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh"
6370,6371,18,1,3,8.84,5,3,3,2,2,1,2,2,2,1,2,2,1,1,1,"3,1,1",15,5,12,26.52,
6371,6372,19,1,4,9.03,3,3,3,4,2,1,1,3,3,2,3,2,1,1,2,"1,3,1",3,1,2,27.089999999999996,"Trường Đại học Thương mại, Học viện Ngoại giao"
6372,6373,16,1,5,9.21,2,2,3,5,1,2,2,3,3,1,2,3,2,3,3,"3,8,1",1,3,3,27.630000000000003,Trường Đại học Mỹ thuật Việt Nam
6373,6374,19,1,5,8.82,3,2,4,4,1,3,3,3,1,2,1,1,3,3,2,"6,4,8",3,1,2,26.46,"Học viện Công nghệ Bưu chính Viễn thông, Học viện Ngoại giao, Đại học Kinh tế TP. HCM, Đại học Ngoại thương (Cơ sở TP.HCM), Đại học Kinh tế - Luật (ĐH Quốc gia TP.HCM)"
6374,6375,16,2,2,7.23,4,2,4,4,2,2,3,2,3,3,2,2,3,1,2,"8,6,1",6,4,5,21.69,"Đại học Thăng Long, Học viện phụ nữ Việt Nam, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
6375,6376,16,2,1,9.19,5,3,5,4,2,3,3,3,3,1,3,1,3,3,2,"3,1,4",15,5,12,27.57,
6376,6377,19,2,4,7.03,3,5,3,4,2,2,1,2,2,3,3,2,3,3,3,"7,4,5",2,1,4,21.09,"Trường Đại học Xây dựng Hà Nội, Trường Đại học Kiến trúc Hà Nội, Trường Đại học Mỹ thuật Công nghiệp, Trường Đại học Nghệ thuật - ĐH Huế"
6377,6378,19,1,2,7.58,4,1,2,2,1,2,2,1,2,2,3,1,1,1,2,"2,4,1",4,8,5,22.740000000000002,"Học viện phụ nữ Việt Nam, Trường Đại học Sư phạm - ĐH Đà nẵng"
6378,6379,16,2,4,8.56,1,4,2,4,1,2,1,3,1,2,3,1,1,2,3,"1,6,1",10,2,2,25.68,"Đại học Quốc gia Hà Nội, Đại học Bách khoa Hà Nội, Trường Đại học Giao thông Vận tải, Trường Đại học Tài nguyên và Môi trường Hà Nội, Đại học Bách Khoa - ĐHQG TP.HCM"
6379,6380,19,1,4,9.02,1,2,1,4,1,1,1,3,2,3,1,1,3,2,2,"4,7,2",2,1,4,27.06,
6380,6381,16,2,3,9.49,5,3,3,1,3,3,3,3,1,2,2,2,3,2,3,"1,6,5",2,1,4,28.47,
6381,6382,17,1,1,9.37,3,5,2,5,2,2,3,1,3,3,3,2,3,2,1,"4,1,5",3,1,2,28.11,"Trường Đại học Kinh tế Quốc dân, Trường Đại học Ngoại Thương"
6382,6383,19,2,1,8.26,4,2,5,3,1,1,3,2,3,2,1,2,1,1,3,"1,1,2",8,5,1,24.78,Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh
6383,6384,19,1,5,8.34,5,4,1,3,1,3,1,2,2,1,1,1,3,1,3,"6,3,1",11,2,6,25.02,"Đại học Quốc gia Hà Nội, Đại học Bách khoa Hà Nội, Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Giao thông Vận tải, Trường Đại học Bách Khoa - ĐH Đà Nẵng, Đại học Bách Khoa - ĐHQG TP.HCM, Đại học Công nghệ Thông tin - ĐH Quốc gia TP.HCM, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh"
6384,6385,16,1,5,8.6,2,5,2,1,1,2,3,1,2,2,1,1,2,1,2,"4,5,3",8,5,1,25.799999999999997,"Đại học Quốc gia Hà Nội, Đại học Kinh tế TP. HCM"
6385,6386,18,2,3,7.02,1,3,1,5,1,2,3,3,2,2,1,1,3,1,1,"5,1,7",8,5,1,21.06,
6386,6387,16,1,4,9.3,1,3,1,1,3,2,2,3,2,2,3,1,1,1,3,"7,1,5",5,8,11,27.900000000000002,"Trường Đại học Kinh tế Quốc dân, Học viện Ngoại giao, Trường Đại học Ngoại Thương, Trường Đại học Sư phạm Nghệ thuật Trung ương"
6387,6388,17,1,5,8.85,2,2,1,1,1,3,2,1,3,3,3,2,2,3,2,"7,1,5",8,5,1,26.549999999999997,Đại học Bách khoa Hà Nội
6388,6389,17,2,2,8.61,3,1,2,5,3,1,2,2,3,2,2,1,1,3,3,"8,4,3",1,3,3,25.83,"Trường Đại học Mỹ thuật Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Kiến trúc Thành phố Hồ Chí Minh"
6389,6390,16,2,5,7.72,4,2,1,1,2,2,1,2,3,1,3,3,3,3,2,"2,5,3",22,4,10,23.16,
6390,6391,17,2,1,8.95,5,3,1,4,3,2,1,3,3,3,2,1,2,1,3,"4,1,5",1,3,3,26.849999999999998,"Trường Đại học Mỹ thuật Việt Nam, Đại học Kiến trúc Thành phố Hồ Chí Minh"
6391,6392,16,1,3,9.42,2,2,2,5,3,1,2,1,2,1,1,2,1,1,2,"6,8,4",2,1,4,28.259999999999998,
6392,6393,19,2,4,8.27,3,5,4,2,2,1,2,2,3,3,1,3,2,2,3,"5,1,4",11,2,6,24.81,"Đại học Quốc gia Hà Nội, Đại học Bách khoa Hà Nội, Học viện Công nghệ Bưu chính Viễn thông, Trường Đại học Giao thông Vận tải, Trường Đại học Bách Khoa - ĐH Đà Nẵng, Đại học Bách Khoa - ĐHQG TP.HCM, Đại học Công nghệ Thông tin - ĐH Quốc gia TP.HCM, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh"
6393,6394,17,2,1,7.01,3,3,2,4,1,1,2,1,1,2,1,1,1,3,1,"8,1,1",4,8,5,21.03,"Học viện phụ nữ Việt Nam, Trường Đại học Khoa học - ĐH Huế"
6394,6395,19,2,1,8.69,2,5,3,1,3,3,1,1,1,3,1,3,3,1,3,"6,7,1",5,8,11,26.07,"Học viện Công nghệ Bưu chính Viễn thông, Học viện Ngân hàng, Trường Đại học Văn hóa Hà Nội, Trường Đại học Thương mại, Trường Đại học Tài nguyên và Môi trường Hà Nội, Học viện Ngoại giao, Trường Đại học Sư phạm Nghệ thuật Trung ương, Trường Đại học Kinh tế - ĐH Đà Nẵng, Đại học Kinh tế TP. HCM, Đại học Ngoại thương (Cơ sở TP.HCM), Đại học Kinh tế - Luật (ĐH Quốc gia TP.HCM)"
6395,6396,19,2,4,8.17,5,3,5,1,3,2,1,2,3,1,2,2,1,2,2,"4,6,8",18,3,8,24.509999999999998,
6396,6397,17,1,5,7.92,2,3,1,3,1,3,2,3,2,1,2,3,1,1,2,"2,7,3",4,8,5,23.759999999999998,"Học viện phụ nữ Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội"
6397,6398,17,1,5,9.16,1,3,5,5,3,2,1,1,1,2,1,2,1,3,3,"1,4,2",1,3,3,27.48,Trường Đại học Mỹ thuật Việt Nam
6398,6399,17,2,1,7.99,2,3,5,3,3,2,3,3,2,3,1,1,1,1,3,"7,5,2",2,1,4,23.97,"Trường Đại học Xây dựng Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
6399,6400,16,1,2,8.0,1,3,4,4,2,3,3,3,2,2,1,1,1,3,3,"1,4,8",9,8,1,24.0,"Đại học Quốc gia Hà Nội, Trường Đại học Mỏ - Địa chất, Trường Đại học Giao thông Vận tải, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Thủy Lợi, Trường Đại học Y tế công cộng, Trường Đại học Tài nguyên và Môi trường Hà Nội, Đại học Thăng Long, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Học viện Công nghệ Bưu chính Viễn thông (Cơ sở phía Nam), Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh, Đại học Quốc tế - ĐH Quốc gia TP.HCM"
6400,6401,17,2,4,7.85,3,4,1,2,3,2,1,2,3,2,3,3,3,2,3,"6,1,4",4,8,5,23.549999999999997,"Học viện phụ nữ Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội"
6401,6402,16,2,4,9.43,3,3,4,2,3,2,1,3,2,3,2,2,2,2,1,"8,4,7",10,2,2,28.29,Trường Đại học Kinh tế Quốc dân
6402,6403,16,1,1,7.38,4,4,3,4,1,1,3,3,1,1,2,2,3,2,3,"4,2,3",8,5,1,22.14,Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh
6403,6404,18,1,1,8.76,4,3,2,4,3,3,2,2,3,2,2,3,1,1,2,"3,1,1",1,3,3,26.28,"Trường Đại học Mỹ thuật Việt Nam, Đại học Kiến trúc Thành phố Hồ Chí Minh"
6404,6405,17,1,1,8.43,2,2,4,5,1,1,3,3,1,3,1,1,2,2,3,"1,7,8",8,5,1,25.29,"Đại học Quốc gia Hà Nội, Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh"
6405,6406,16,1,4,8.26,4,5,4,4,1,3,1,3,1,2,2,1,2,2,3,"8,1,2",9,8,1,24.78,"Đại học Quốc gia Hà Nội, Trường Đại học Giao thông Vận tải, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Thủy Lợi, Trường Đại học Khoa học và Công nghệ Hà Nội, Đại học Thăng Long, Trường Đại học Kiến trúc Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Đại học Sư phạm Kỹ thuật TP.HCM, Đại học Công nghiệp Thành phố Hồ Chí Minh, Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh, Đại học Quốc tế - ĐH Quốc gia TP.HCM"
6406,6407,17,1,2,8.89,1,5,5,5,1,1,2,3,3,2,1,3,2,2,1,"4,6,1",18,3,8,26.67,
6407,6408,18,2,3,7.53,2,2,1,3,2,2,1,3,3,2,3,3,1,1,3,"2,7,1",18,3,8,22.59,Trường Đại học Xây dựng Hà Nội
6408,6409,17,1,4,8.35,5,3,4,4,2,3,2,2,2,2,2,1,1,1,2,"5,7,4",2,1,4,25.049999999999997,
6409,6410,17,2,4,8.59,3,1,4,3,2,1,2,3,2,1,2,2,2,3,3,"1,7,2",2,1,4,25.77,
6410,6411,16,1,4,8.19,1,5,5,1,3,2,3,1,2,3,1,3,1,2,3,"1,2,8",2,1,4,24.57,
6411,6412,16,2,3,7.24,5,5,2,4,3,3,1,2,3,1,2,2,2,3,3,"7,3,5",8,5,1,21.72,
6412,6413,16,1,3,7.16,2,1,5,1,1,3,3,2,2,2,1,2,3,3,3,"1,3,5",2,1,4,21.48,"Trường Đại học Xây dựng Hà Nội, Trường Đại học Kiến trúc Hà Nội, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Mỹ thuật Công nghiệp, Trường Đại học Nghệ thuật - ĐH Huế"
6413,6414,17,1,5,7.8,1,4,1,1,3,2,1,3,1,2,2,1,1,2,2,"8,4,5",6,4,5,23.4,"Đại học Quốc gia Hà Nội, Trường Đại học Luật Hà Nội, Học viện Báo chí và Tuyên truyền, Trường Đại học Kinh doanh và Công nghệ Hà Nội"
6414,6415,18,2,4,7.6,1,3,1,3,1,2,3,1,3,3,2,2,3,2,1,"5,1,2",18,3,8,22.799999999999997,Trường Đại học Xây dựng Hà Nội
6415,6416,19,1,2,7.32,4,2,4,1,3,2,1,3,3,2,3,3,2,3,2,"3,1,1",4,8,5,21.96,"Học viện phụ nữ Việt Nam, Trường Đại học Khoa học - ĐH Huế"
6416,6417,16,2,3,7.38,2,5,1,4,2,2,2,2,2,3,3,3,1,2,1,"3,6,1",8,5,1,22.14,Đại học Khoa học Tự nhiên - ĐHQG TP Hồ Chí Minh
6417,6418,19,1,4,8.11,2,5,4,4,2,2,3,1,3,2,3,3,1,1,1,"5,1,3",15,5,12,24.33,
6418,6419,16,2,3,7.61,5,5,2,2,1,1,3,1,3,3,1,1,3,3,1,"3,1,2",1,3,3,22.830000000000002,"Trường Đại học Mỹ thuật Công nghiệp, Học viện Âm nhạc Quốc gia Việt Nam, Trường Đại học Văn hóa - Nghệ thuật Quân Đội, Đại học Mỹ thuật Thành phố Hồ Chí Minh, Đại học Sân khấu - Điện ảnh Thành phố Hồ Chí Minh"
6419,6420,16,1,2,9.18,4,5,5,1,1,2,3,3,3,3,3,1,3,1,2,"5,1,1",21,6,7,27.54,"Đại học Quốc gia Hà Nội, Đại học Thái Nguyên, Trường Đại học Sư phạm Kỹ thuật Hưng Yên, Trường Đại học Sư phạm Hà Nội 2, Trường Đại học Mỹ thuật Việt Nam, Trường Đại học Sư phạm - ĐH Huế, Trường Đại học Vinh"
6420,6421,18,2,4,7.14,2,2,3,3,1,1,2,3,3,3,2,2,3,2,1,"1,5,3",18,3,8,21.419999999999998,"Trường Đại học Xây dựng Hà Nội, Trường Đại học Kiến trúc Hà Nội"
6421,6422,16,1,3,8.4,5,1,1,5,2,1,2,2,3,2,3,2,3,3,3,"3,7,4",16,5,9,25.200000000000003,"Đại học Quốc gia Hà Nội, Trường Đại học Y Hà Nội, Đại học Thái Nguyên, Trường Đại học Kinh doanh và Công nghệ Hà Nội, Trường Đại học Y Dược - ĐH Huế, Khoa Y Dược – ĐH Đà Nẵng, Trường Đại học Kỹ thuật Y Dược Đà Nẵng, Đại học Y Dược TP.HCM, Đại học Y Dược Cần Thơ, Đại học Y khoa Phạm Ngọc Thạch, Đại học Cần Thơ"
