,Id,Age,Gender,Departments,Score,Average Score,Communication Skills,Teamwork Skills,Management Skills,Critical Thinking,Computer Skills,Language Skills,Machine Operation Skills,Data Analysis Skills,Sales and Marketing Skills,Writing Skills,Financial Skills,Project Management Skills,Medical Skills,Annual Tuition Budget,Preferred Location,Key Factors for Future Job,Major,Habit,Field of Interest,,
7786,7787,17,2,5,18.18,9.09,2,3,4,1,2,3,1,1,1,3,1,1,1,3,2,"5,8,3",11,2,6,,
7787,7788,19,2,2,18.82,9.41,2,2,5,4,2,2,1,2,3,1,2,3,1,2,3,"7,1,4",1,3,3,,
7788,7789,17,1,1,14.26,7.13,1,2,2,1,1,3,1,2,2,2,3,3,2,3,1,"6,8,4",2,1,4,,
7789,7790,16,2,3,18.34,9.17,2,3,5,2,3,1,2,2,2,2,2,1,2,3,3,"6,1,1",3,1,2,,
7790,7791,17,2,1,16.42,8.21,2,1,3,3,3,3,1,2,2,1,3,2,1,3,1,"4,6,3",2,1,4,,
7791,7792,19,2,3,16.52,8.26,1,5,1,2,2,3,3,1,2,1,2,2,3,2,2,"8,5,4",1,3,3,,
7792,7793,18,1,2,17.94,8.97,5,2,4,3,1,3,2,1,2,3,2,1,3,3,2,"8,6,7",2,1,4,,
7793,7794,16,1,5,18,9,2,4,4,3,3,1,2,3,2,3,3,2,3,3,2,"2,3,6",6,4,5,,
7794,7795,18,1,4,16.3,8.15,2,2,5,4,1,2,1,3,3,3,1,3,3,3,1,"7,1,5",10,2,2,,
7795,7796,19,1,1,14.3,7.15,3,3,2,2,2,1,1,1,3,2,2,2,3,3,3,"1,5,1",18,3,8,,
7796,7797,19,1,1,18.5,9.25,3,5,2,1,3,3,3,2,1,3,1,2,1,2,1,"3,8,1",8,5,1,,
7797,7798,17,2,3,16.62,8.31,3,4,1,5,2,1,1,2,1,1,1,1,1,1,3,"2,3,7",3,1,2,,
7798,7799,19,1,3,14.14,7.07,5,5,2,5,1,3,1,2,3,2,1,2,2,3,2,"6,8,1",5,8,11,,
7799,7800,18,1,3,15.86,7.93,5,4,1,2,2,3,3,1,3,3,1,1,3,3,3,"1,6,2",3,1,2,,
7800,7801,17,2,1,14.3,7.15,1,1,5,2,1,2,2,1,2,3,1,1,2,2,3,"1,2,3",8,5,1,,
7801,7802,19,1,2,16.62,8.31,4,4,5,2,2,3,2,1,2,3,3,1,2,3,3,"2,1,3",2,1,4,,
7802,7803,18,1,4,15.32,7.66,5,3,4,2,2,2,2,1,2,2,2,1,2,2,2,"1,2,5",8,5,1,,
7803,7804,16,1,3,18.76,9.38,3,5,1,2,1,3,3,1,2,1,3,1,1,2,2,"5,6,8",9,8,1,,
7804,7805,19,1,1,18.28,9.14,5,4,5,4,2,1,1,3,3,3,1,1,2,3,3,"3,1,6",5,8,11,,
7805,7806,18,1,1,18.54,9.27,2,5,5,3,3,1,1,1,2,3,1,2,1,2,3,"8,1,6",2,1,4,,
7806,7807,17,2,1,16.9,8.45,3,1,3,5,3,3,2,2,1,3,3,2,2,1,3,"1,2,5",21,6,7,,
7807,7808,17,1,2,15.92,7.96,4,2,3,1,1,3,3,3,3,1,2,1,3,1,2,"1,2,7",1,3,3,,
7808,7809,17,1,1,16.82,8.41,1,4,1,5,3,2,3,3,2,3,1,2,3,3,3,"2,1,6",1,3,3,,
7809,7810,17,2,4,17.06,8.53,4,2,4,5,2,1,2,1,1,2,3,1,3,3,1,"8,3,6",3,1,2,,
7810,7811,19,2,1,16.36,8.18,1,3,3,1,1,1,2,3,1,2,1,3,1,2,3,"2,1,7",1,3,3,,
7811,7812,18,1,2,17.38,8.69,2,3,3,1,2,1,1,2,2,1,1,2,1,3,1,"6,1,4",15,5,12,,
7812,7813,18,1,1,15.1,7.55,2,3,1,4,1,1,3,2,1,1,2,1,2,3,2,"7,2,5",2,1,4,,
7813,7814,18,1,3,14.18,7.09,2,5,2,2,1,2,3,1,2,1,1,2,2,1,3,"3,4,8",8,5,1,,
7814,7815,16,1,1,15.3,7.65,4,3,2,2,3,2,2,2,1,2,3,3,1,1,2,"8,2,5",15,5,12,,
7815,7816,16,1,1,18.26,9.13,1,1,4,5,3,1,2,2,1,2,3,2,2,3,2,"5,1,2",21,6,7,,
7816,7817,16,2,1,17.34,8.67,4,5,1,3,2,1,3,2,2,3,1,3,1,3,2,"7,4,1",21,6,7,,
7817,7818,16,1,5,18.44,9.22,1,1,2,4,3,2,1,1,3,3,3,3,2,3,1,"2,7,1",2,1,4,,
7818,7819,17,1,3,18.14,9.07,4,2,4,3,2,3,2,3,3,2,1,2,2,3,1,"6,4,5",16,5,9,,
7819,7820,19,1,2,17.28,8.64,5,3,4,2,1,2,1,2,2,1,3,3,2,3,2,"4,1,5",6,4,5,,
7820,7821,16,2,1,16.8,8.4,2,3,4,1,2,2,3,3,3,2,1,1,3,1,1,"2,4,8",8,5,1,,
7821,7822,17,2,2,14.7,7.35,3,4,2,2,3,2,3,3,3,2,3,3,2,3,2,"4,6,1",3,1,2,,
7822,7823,17,2,3,18.44,9.22,5,5,1,1,2,1,1,3,2,3,2,1,2,1,2,"1,5,7",1,3,3,,
7823,7824,18,1,2,15.84,7.92,3,3,1,1,3,1,3,2,2,3,2,2,1,3,1,"2,3,7",16,5,9,,
7824,7825,18,2,1,16.62,8.31,3,1,4,4,3,1,3,2,2,3,1,3,2,2,3,"4,1,6",21,6,7,,
7825,7826,18,1,1,18.84,9.42,3,1,5,5,3,1,3,3,2,3,3,3,1,3,1,"1,5,6",10,2,2,,
7826,7827,16,1,3,18.94,9.47,1,5,3,1,3,1,1,3,1,1,2,3,3,3,1,"6,1,5",1,3,3,,
7827,7828,18,2,5,18.76,9.38,2,2,2,2,1,1,3,3,1,1,3,2,2,2,2,"5,1,2",3,1,2,,
7828,7829,16,1,4,15.92,7.96,1,2,4,4,2,1,2,2,3,3,3,3,3,1,2,"2,1,6",3,1,2,,
7829,7830,17,2,2,14.2,7.1,4,4,2,5,1,2,2,3,1,1,3,3,2,3,2,"6,1,1",8,5,1,,
7830,7831,17,1,1,18.66,9.33,1,5,1,5,2,1,2,2,1,3,2,3,2,3,3,"1,1,2",3,1,2,,
7831,7832,19,1,2,15.16,7.58,2,5,1,3,1,1,2,3,2,2,2,3,1,1,2,"6,8,3",3,1,2,,
7832,7833,18,1,5,16.54,8.27,2,5,3,4,3,3,1,1,1,2,3,3,1,3,2,"1,1,5",2,1,4,,
7833,7834,17,1,5,16.36,8.18,4,5,4,4,3,1,3,1,3,1,3,2,1,1,3,"2,1,7",5,8,11,,
7834,7835,16,2,1,14.64,7.32,1,3,4,2,1,2,3,3,2,2,3,2,2,3,2,"3,5,2",9,8,1,,
7835,7836,16,2,4,15.92,7.96,1,4,2,4,1,2,1,1,1,1,3,3,2,2,1,"5,4,1",3,1,2,,
7836,7837,18,1,3,15.06,7.53,1,3,2,4,2,3,3,3,2,2,1,1,3,2,3,"2,7,3",10,2,2,,
7837,7838,16,1,3,14.52,7.26,4,5,3,5,1,2,3,1,1,2,1,1,3,2,3,"5,1,3",2,1,4,,
7838,7839,16,1,3,14.08,7.04,2,1,5,3,2,3,1,2,3,1,2,2,1,3,3,"4,1,2",8,5,1,,
7839,7840,18,1,2,15.7,7.85,4,3,2,1,2,3,2,1,3,3,1,1,3,2,2,"7,1,8",2,1,4,,
7840,7841,16,2,3,14.6,7.3,5,5,3,1,3,3,3,1,2,1,2,1,3,1,2,"6,5,1",3,1,2,,
7841,7842,19,2,5,16.44,8.22,3,5,3,3,3,2,2,3,2,2,3,1,2,1,1,"4,8,3",18,3,8,,
7842,7843,19,1,5,16.38,8.19,2,3,3,2,1,1,1,3,2,2,1,2,2,2,2,"4,8,1",1,3,3,,
7843,7844,19,1,4,15.02,7.51,5,5,1,1,1,1,3,2,1,1,3,1,2,1,2,"5,4,3",4,8,5,,
7844,7845,18,2,5,18.94,9.47,3,3,3,5,2,2,2,1,2,2,1,3,3,1,1,"2,6,8",16,5,9,,
7845,7846,18,1,2,15.38,7.69,5,5,3,1,1,1,2,2,2,1,1,3,2,2,3,"8,6,3",6,4,5,,
7846,7847,16,2,4,16.58,8.29,2,3,1,1,1,2,3,1,2,1,3,3,1,2,1,"6,7,3",6,4,5,,
7847,7848,16,2,1,16.26,8.13,2,3,2,5,3,3,2,2,1,3,3,1,1,1,3,"1,7,6",2,1,4,,
7848,7849,18,1,2,17.42,8.71,1,1,5,1,2,2,3,3,1,2,3,1,1,3,1,"2,1,8",21,6,7,,
7849,7850,18,1,4,18.5,9.25,4,2,3,4,3,2,1,1,1,3,2,2,3,2,3,"8,3,7",5,8,11,,
7850,7851,18,1,4,14.42,7.21,1,5,5,4,3,2,2,1,2,3,1,3,2,3,2,"6,5,7",5,8,11,,
7851,7852,18,1,1,15.96,7.98,3,5,2,3,3,1,2,3,2,1,3,1,1,2,2,"1,2,8",15,5,12,,
7852,7853,17,2,1,15.86,7.93,2,4,4,5,2,2,3,1,3,3,3,3,1,1,3,"3,8,2",4,8,5,,
7853,7854,18,1,4,16.44,8.22,4,3,5,1,3,2,1,2,1,1,1,1,2,1,3,"3,6,5",9,8,1,,
7854,7855,19,2,5,14.66,7.33,3,5,4,5,3,2,3,3,2,3,1,2,2,1,3,"8,2,7",2,1,4,,
7855,7856,17,1,1,16,8,4,1,4,1,3,1,3,3,3,2,2,2,3,3,1,"6,1,7",6,4,5,,
7856,7857,16,2,2,18.28,9.14,1,3,1,3,2,3,1,1,1,3,2,3,3,3,1,"6,8,4",11,2,6,,
7857,7858,18,2,1,18.88,9.44,5,4,4,1,1,1,3,3,3,3,2,1,3,1,2,"2,4,1",5,8,11,,
7858,7859,19,2,5,15.34,7.67,5,3,5,2,1,1,1,2,1,1,3,2,3,3,2,"4,1,2",4,8,5,,
7859,7860,19,2,2,17.44,8.72,5,1,4,2,2,3,3,3,2,1,2,1,2,2,3,"8,2,1",16,5,9,,
7860,7861,18,1,1,17.24,8.62,2,5,1,2,3,3,2,2,3,1,1,1,1,1,1,"7,1,4",10,2,2,,
7861,7862,19,1,1,16.24,8.12,3,1,1,3,2,2,3,2,2,3,2,3,3,3,3,"8,2,5",11,2,6,,
7862,7863,17,1,1,18.72,9.36,2,4,2,3,1,2,1,2,1,2,3,3,2,2,3,"4,1,6",6,4,5,,
7863,7864,17,2,1,14.12,7.06,4,3,2,5,1,3,1,2,3,2,2,1,1,2,2,"7,3,2",9,8,1,,
7864,7865,17,2,2,17.52,8.76,2,4,1,5,2,2,1,3,3,2,1,2,3,3,1,"4,8,1",2,1,4,,
7865,7866,18,2,3,18.74,9.37,1,5,2,5,3,1,2,3,2,2,1,2,2,3,3,"8,1,1",22,4,10,,
7866,7867,19,1,1,15.14,7.57,2,4,1,3,1,3,2,1,3,3,1,2,3,2,3,"3,8,4",1,3,3,,
7867,7868,16,2,5,14.48,7.24,3,1,1,3,3,1,3,3,2,1,2,1,1,3,3,"1,6,3",1,3,3,,
7868,7869,18,1,1,14.86,7.43,5,5,1,2,2,3,3,2,3,1,3,3,1,2,1,"4,2,8",8,5,1,,
7869,7870,17,2,1,18.26,9.13,4,1,4,1,3,1,2,1,1,1,2,3,2,3,2,"4,3,7",4,8,5,,
7870,7871,18,1,4,16.32,8.16,4,2,1,2,2,3,1,1,2,3,3,2,2,1,3,"3,7,6",2,1,4,,
7871,7872,18,1,2,18.76,9.38,1,4,2,3,2,1,2,2,2,1,2,1,3,2,3,"3,5,4",21,6,7,,
7872,7873,16,2,1,14,7,1,5,2,4,2,3,2,2,3,3,3,2,2,3,2,"7,5,4",2,1,4,,
7873,7874,19,1,3,16.14,8.07,2,4,1,4,1,1,1,1,1,2,3,2,3,3,2,"5,1,7",9,8,1,,
7874,7875,17,2,1,16.94,8.47,4,1,3,2,1,2,1,2,3,3,2,2,2,2,1,"7,1,1",1,3,3,,
7875,7876,18,2,2,15.72,7.86,4,2,5,3,1,3,3,3,2,1,2,1,1,3,3,"1,4,5",1,3,3,,
7876,7877,17,2,1,16.3,8.15,2,3,2,5,1,1,1,1,3,1,1,1,2,1,1,"5,3,1",2,1,4,,
7877,7878,19,1,3,14.68,7.34,1,4,1,3,1,3,1,2,3,3,1,2,2,1,3,"7,2,1",8,5,1,,
7878,7879,17,2,4,14.06,7.03,3,4,2,2,3,1,3,2,2,3,3,1,2,3,1,"8,5,3",2,1,4,,
7879,7880,16,2,1,14.82,7.41,4,4,5,5,1,3,3,3,1,3,3,2,3,3,1,"3,4,7",5,8,11,,
7880,7881,16,2,1,18,9,5,5,3,1,3,3,3,2,1,3,3,1,2,2,3,"5,3,6",22,4,10,,
7881,7882,18,1,2,14.6,7.3,5,1,5,5,3,2,1,2,1,1,2,1,3,2,2,"8,5,1",8,5,1,,
7882,7883,16,1,1,15.8,7.9,3,5,2,1,1,1,1,2,2,1,3,3,1,1,3,"5,1,8",2,1,4,,
7883,7884,17,2,2,16.28,8.14,2,4,5,3,2,2,3,1,3,3,1,2,3,3,2,"3,7,6",18,3,8,,
7884,7885,17,2,4,15.86,7.93,4,2,4,3,1,2,2,3,3,3,1,1,1,2,2,"7,3,6",2,1,4,,
7885,7886,19,1,5,14.64,7.32,2,2,4,4,1,3,3,1,1,3,2,3,1,2,2,"6,8,5",4,8,5,,
7886,7887,16,1,3,18.98,9.49,4,2,4,3,2,2,3,2,2,1,3,2,1,2,1,"8,5,3",4,8,5,,
7887,7888,16,2,4,14.02,7.01,1,2,5,5,1,2,2,2,3,2,1,2,2,2,3,"3,7,8",1,3,3,,
7888,7889,16,1,1,16.38,8.19,5,4,4,5,2,3,3,2,3,1,1,3,2,2,1,"1,4,2",18,3,8,,
7889,7890,16,2,1,14.6,7.3,2,3,3,4,3,3,2,2,3,1,1,2,3,1,1,"3,4,7",8,5,1,,
7890,7891,19,2,5,17.96,8.98,4,3,1,2,2,3,1,3,3,3,1,2,1,1,3,"1,1,6",2,1,4,,
7891,7892,17,1,1,14.18,7.09,5,5,2,2,2,3,2,3,3,2,3,1,1,3,2,"6,1,2",1,3,3,,
7892,7893,16,2,1,14.74,7.37,3,1,2,3,2,2,3,3,3,2,3,1,2,3,1,"4,8,3",18,3,8,,
7893,7894,18,2,1,17,8.5,5,2,2,2,3,2,1,1,1,1,2,1,3,2,2,"5,2,1",1,3,3,,
7894,7895,19,1,5,14.96,7.48,4,1,1,5,3,2,2,1,2,3,3,3,2,3,2,"3,2,8",2,1,4,,
7895,7896,18,2,1,16.6,8.3,5,2,2,2,2,3,1,2,2,2,2,3,1,1,2,"6,1,5",1,3,3,,
7896,7897,18,1,3,16.88,8.44,2,3,4,3,1,1,3,2,3,3,2,3,1,1,1,"6,1,7",2,1,4,,
7897,7898,18,1,1,15.06,7.53,4,4,5,1,2,2,1,2,2,2,2,2,2,3,2,"1,2,7",8,5,1,,
7898,7899,19,1,5,17.86,8.93,3,3,4,3,2,1,3,3,2,1,3,2,1,3,2,"1,6,4",2,1,4,,
7899,7900,17,2,3,15.24,7.62,2,5,1,3,2,3,2,1,3,3,1,2,3,1,3,"4,5,7",2,1,4,,
7900,7901,17,1,3,14.58,7.29,4,1,1,2,1,2,1,3,1,1,2,3,2,2,2,"1,4,3",2,1,4,,
7901,7902,16,1,2,17.68,8.84,1,2,3,1,2,2,3,3,3,1,3,2,1,2,3,"7,2,5",11,2,6,,
7902,7903,19,1,1,18.26,9.13,4,4,2,5,2,1,1,2,1,2,1,2,2,2,3,"3,2,6",8,5,1,,
7903,7904,18,2,1,16.94,8.47,5,5,4,3,3,2,3,3,3,1,3,3,2,3,3,"8,3,1",5,8,11,,
7904,7905,19,2,4,15.16,7.58,4,5,3,4,2,1,1,3,1,3,2,1,1,2,3,"6,8,3",5,8,11,,
7905,7906,16,2,1,17.18,8.59,5,2,4,2,3,3,3,2,2,1,2,3,2,2,3,"8,1,6",22,4,10,,
7906,7907,16,2,4,15.1,7.55,4,2,5,2,2,2,3,3,2,3,1,3,1,3,1,"3,2,4",11,2,6,,
7907,7908,18,2,1,14.74,7.37,3,3,5,1,3,3,1,3,3,2,2,1,3,1,1,"5,3,6",1,3,3,,
7908,7909,18,2,1,18.44,9.22,5,2,3,2,1,2,2,2,3,2,1,3,3,2,3,"6,2,4",16,5,9,,
7909,7910,19,1,1,18.46,9.23,4,3,2,3,3,3,1,2,2,2,3,2,1,2,3,"8,2,4",3,1,2,,
7910,7911,16,2,1,16.56,8.28,2,2,2,3,2,3,3,1,2,3,1,1,1,3,1,"5,8,1",21,6,7,,
7911,7912,18,2,4,17.32,8.66,1,1,2,2,1,2,1,2,3,1,3,3,1,2,1,"8,1,1",15,5,12,,
7912,7913,17,2,3,16.1,8.05,2,4,5,3,3,2,1,2,3,1,2,1,2,3,3,"6,7,4",2,1,4,,
7913,7914,19,1,5,14.24,7.12,3,1,3,4,2,3,2,2,3,3,3,3,2,2,1,"2,5,3",21,6,7,,
7914,7915,16,1,1,17.4,8.7,3,5,2,5,1,1,1,2,3,1,2,3,3,2,2,"8,7,6",10,2,2,,
7915,7916,18,1,1,18.46,9.23,1,5,4,4,3,2,1,2,3,2,1,1,3,3,1,"6,5,4",1,3,3,,
7916,7917,16,2,3,15.22,7.61,4,3,4,5,2,2,1,1,3,2,3,1,3,2,3,"5,1,2",5,8,11,,
7917,7918,19,1,4,17.54,8.77,1,5,1,4,3,1,1,1,3,1,2,2,1,2,1,"4,2,1",2,1,4,,
7918,7919,19,1,2,16.9,8.45,5,2,5,3,1,1,1,2,3,3,1,2,2,3,2,"8,6,1",21,6,7,,
7919,7920,17,1,5,14.84,7.42,3,5,3,3,1,2,2,1,3,2,3,2,3,3,1,"4,2,3",4,8,5,,
7920,7921,16,1,1,14.46,7.23,5,5,3,2,1,2,2,3,3,1,3,3,2,2,2,"3,1,1",5,8,11,,
7921,7922,17,1,5,17.4,8.7,3,3,1,4,3,1,1,1,1,1,2,3,1,1,3,"1,1,6",11,2,6,,
7922,7923,16,2,5,17.88,8.94,2,1,1,2,3,2,2,3,2,1,2,1,1,3,1,"1,8,7",4,8,5,,
7923,7924,19,2,2,15.16,7.58,5,3,1,4,2,2,3,1,3,3,1,3,1,2,1,"1,7,3",21,6,7,,
7924,7925,19,2,1,17.56,8.78,1,3,2,2,2,2,1,1,1,3,1,3,2,3,2,"6,3,5",4,8,5,,
7925,7926,17,2,5,18,9,1,2,4,4,1,1,2,2,3,3,3,3,2,3,3,"2,1,1",22,4,10,,
7926,7927,19,2,3,15.76,7.88,5,3,2,4,3,2,1,3,2,2,2,1,1,3,3,"3,5,8",1,3,3,,
7927,7928,17,2,3,14.78,7.39,3,5,2,3,1,3,2,1,3,1,3,2,2,1,1,"8,1,5",11,2,6,,
7928,7929,18,2,1,17.18,8.59,5,2,5,2,1,3,1,1,2,2,2,2,2,2,2,"6,5,7",15,5,12,,
7929,7930,17,2,4,14.3,7.15,3,4,1,5,2,1,3,2,2,3,1,3,2,2,1,"1,8,4",9,8,1,,
7930,7931,17,1,4,14.64,7.32,4,4,2,3,1,3,3,1,3,1,3,2,3,1,1,"5,3,8",5,8,11,,
7931,7932,16,2,1,15.46,7.73,1,2,5,2,1,2,1,2,1,2,1,1,3,2,2,"1,2,1",8,5,1,,
7932,7933,16,2,5,15.58,7.79,5,5,4,1,1,2,1,1,3,1,1,3,2,3,2,"3,5,1",15,5,12,,
7933,7934,16,1,4,15.66,7.83,4,2,3,3,2,1,3,2,1,1,2,1,1,1,2,"5,8,7",22,4,10,,
7934,7935,19,2,3,16.24,8.12,5,4,4,4,2,1,3,2,2,3,1,3,2,1,3,"8,7,2",9,8,1,,
7935,7936,18,2,1,15.02,7.51,1,2,4,2,2,3,2,2,3,1,2,1,2,1,2,"3,8,1",1,3,3,,
7936,7937,19,2,1,18.82,9.41,5,5,4,2,1,3,2,3,2,2,3,2,1,1,3,"7,4,2",1,3,3,,
7937,7938,19,2,5,15.86,7.93,4,5,1,5,3,3,2,1,1,1,1,2,2,3,2,"7,2,5",5,8,11,,
7938,7939,18,1,5,17.08,8.54,4,5,2,2,1,2,3,2,2,1,3,1,2,3,2,"3,7,6",2,1,4,,
7939,7940,17,2,1,16.14,8.07,5,2,5,1,2,1,1,2,2,3,3,1,3,1,1,"5,3,2",3,1,2,,
7940,7941,18,2,5,18.56,9.28,2,1,4,4,3,3,1,1,1,3,2,2,1,3,2,"5,1,8",5,8,11,,
7941,7942,18,1,4,17.48,8.74,4,3,5,1,2,3,3,1,2,1,2,2,1,1,2,"1,7,4",2,1,4,,
7942,7943,18,2,5,14.14,7.07,2,5,2,1,1,1,1,1,2,2,1,1,1,2,1,"3,1,8",8,5,1,,
7943,7944,16,1,1,16.96,8.48,4,2,1,1,2,2,2,2,2,3,3,2,3,3,1,"6,1,1",10,2,2,,
7944,7945,19,1,5,16.62,8.31,4,5,4,2,1,2,3,3,1,1,3,1,3,2,2,"6,1,5",18,3,8,,
7945,7946,16,2,1,17.48,8.74,4,5,4,1,2,3,1,2,2,2,3,1,2,2,2,"8,3,5",15,5,12,,
7946,7947,17,2,5,14.44,7.22,5,1,2,4,1,1,3,1,1,3,2,2,3,2,1,"3,1,6",16,5,9,,
7947,7948,17,1,1,18.52,9.26,5,4,1,1,2,1,1,3,2,3,2,2,3,2,1,"4,6,7",2,1,4,,
7948,7949,19,2,3,14.1,7.05,3,4,4,1,1,2,2,1,1,3,2,3,3,3,1,"1,3,1",6,4,5,,
7949,7950,17,1,1,18.98,9.49,5,2,5,5,3,3,3,3,2,1,3,2,2,1,1,"5,3,2",1,3,3,,
7950,7951,18,1,1,15.74,7.87,3,1,4,3,1,3,3,1,3,1,3,1,2,2,3,"3,2,4",22,4,10,,
7951,7952,19,1,3,18.04,9.02,1,3,1,1,3,2,2,2,3,1,3,2,2,1,1,"7,1,3",1,3,3,,
7952,7953,18,1,2,17.42,8.71,3,4,3,1,1,3,2,1,2,2,3,3,3,2,3,"1,5,1",8,5,1,,
7953,7954,16,2,2,18.16,9.08,3,5,3,3,3,3,2,3,1,3,3,3,1,3,2,"5,3,7",3,1,2,,
7954,7955,19,1,4,16.12,8.06,4,1,1,1,1,3,2,2,2,2,2,3,3,2,1,"5,7,6",8,5,1,,
7955,7956,19,1,2,17.16,8.58,2,1,1,4,2,1,2,1,3,1,3,3,3,2,2,"5,8,3",2,1,4,,
7956,7957,16,2,1,17.5,8.75,4,4,5,2,2,1,1,2,3,2,2,3,1,1,2,"8,1,6",4,8,5,,
7957,7958,18,2,1,17.6,8.8,3,4,4,2,1,2,2,2,1,3,3,3,1,2,2,"1,5,7",18,3,8,,
7958,7959,16,1,5,16.92,8.46,2,4,2,4,3,1,2,1,3,2,1,3,3,2,3,"4,8,1",6,4,5,,
7959,7960,16,1,3,16.1,8.05,5,2,2,1,3,2,3,2,2,1,2,1,1,3,2,"1,7,2",8,5,1,,
7960,7961,16,2,1,14.84,7.42,2,2,2,5,1,2,3,2,1,3,2,3,2,3,1,"7,4,3",3,1,2,,
7961,7962,16,1,5,14.46,7.23,4,5,1,2,1,3,1,2,1,2,2,3,1,3,2,"2,8,4",1,3,3,,
7962,7963,18,1,1,17.82,8.91,1,5,5,4,1,3,2,3,2,2,1,3,1,3,3,"1,4,6",1,3,3,,
7963,7964,19,1,4,17.24,8.62,1,1,5,4,3,3,1,2,3,2,1,2,1,2,2,"2,1,1",1,3,3,,
7964,7965,17,1,2,17.1,8.55,3,5,5,2,2,3,1,2,1,2,1,3,2,3,2,"5,3,7",3,1,2,,
7965,7966,19,2,3,15.6,7.8,4,2,2,4,3,3,1,2,3,1,3,2,1,3,2,"2,8,5",1,3,3,,
7966,7967,17,2,1,15.5,7.75,4,2,3,5,3,1,3,2,1,1,1,3,2,3,2,"1,8,7",10,2,2,,
7967,7968,19,1,1,15.66,7.83,5,1,4,5,1,1,2,2,3,2,2,1,2,3,3,"1,3,5",1,3,3,,
7968,7969,19,1,1,15.12,7.56,5,2,4,4,1,3,3,2,2,3,1,3,1,1,2,"8,2,6",8,5,1,,
7969,7970,16,2,5,16.68,8.34,3,2,4,4,1,1,1,2,2,1,1,3,2,2,3,"2,6,8",5,8,11,,
7970,7971,18,2,2,17.02,8.51,2,5,2,2,2,3,1,2,3,1,2,2,3,3,1,"6,8,3",2,1,4,,
7971,7972,19,1,3,18.32,9.16,5,4,5,2,2,2,2,3,1,1,3,3,2,1,2,"8,7,3",10,2,2,,
7972,7973,16,2,5,14.6,7.3,3,2,3,1,3,3,2,2,1,3,1,2,3,3,1,"3,4,6",3,1,2,,
7973,7974,18,1,4,16.2,8.1,2,4,3,2,1,1,2,3,1,1,3,1,2,3,2,"3,6,1",1,3,3,,
7974,7975,16,1,5,17.22,8.61,5,2,1,4,2,3,3,3,1,1,3,3,3,3,1,"5,4,3",18,3,8,,
7975,7976,16,2,3,14.7,7.35,1,3,5,4,2,1,3,3,3,2,3,3,2,3,1,"6,7,5",2,1,4,,
7976,7977,18,1,2,17.82,8.91,1,2,1,3,1,3,1,3,3,2,3,2,3,1,2,"8,5,3",11,2,6,,
7977,7978,18,2,1,15.56,7.78,5,4,2,4,3,1,1,1,1,1,2,3,1,3,3,"3,1,2",8,5,1,,
7978,7979,17,2,1,14.34,7.17,5,4,3,1,2,1,3,3,1,1,3,2,2,3,3,"8,2,3",5,8,11,,
7979,7980,18,1,4,15.64,7.82,3,5,4,3,2,3,3,3,3,1,1,3,1,2,1,"5,3,8",15,5,12,,
7980,7981,16,1,5,18.32,9.16,1,5,3,1,2,1,1,2,3,2,2,3,3,1,1,"1,8,4",1,3,3,,
7981,7982,16,1,2,16.68,8.34,2,2,1,2,1,3,1,3,2,2,2,3,3,2,1,"5,1,4",2,1,4,,
7982,7983,17,1,2,17.98,8.99,5,3,4,3,3,1,2,1,2,1,2,3,3,1,3,"3,4,2",16,5,9,,
7983,7984,16,2,5,15.28,7.64,1,5,1,4,2,1,2,1,1,1,2,3,3,1,3,"3,8,1",15,5,12,,
7984,7985,16,2,4,16.58,8.29,5,4,4,5,1,1,2,2,3,1,3,2,3,1,1,"1,8,2",2,1,4,,
7985,7986,17,2,3,15.1,7.55,3,2,5,2,3,2,2,2,2,1,2,3,1,3,3,"1,1,6",11,2,6,,
7986,7987,18,1,2,17.54,8.77,1,5,4,5,3,2,2,2,3,3,2,3,1,3,3,"6,3,7",18,3,8,,
7987,7988,18,1,3,16.12,8.06,3,4,1,1,3,2,1,3,1,2,2,2,1,2,3,"7,4,2",4,8,5,,
7988,7989,19,1,3,18.64,9.32,4,4,4,3,2,2,3,3,1,1,3,1,3,3,1,"5,6,1",1,3,3,,
7989,7990,19,1,1,18.1,9.05,3,2,4,5,3,2,3,3,2,3,1,1,2,2,1,"6,1,3",1,3,3,,
7990,7991,18,1,5,16.16,8.08,2,3,4,2,2,3,2,2,2,2,2,2,2,1,3,"1,2,5",2,1,4,,
7991,7992,18,2,5,14.18,7.09,2,1,1,1,3,1,2,3,2,1,1,1,2,2,1,"5,1,3",11,2,6,,
7992,7993,19,2,4,16.52,8.26,1,4,1,2,1,1,3,2,3,2,2,3,1,2,3,"4,7,3",4,8,5,,
7993,7994,17,2,3,16.46,8.23,4,3,3,2,1,3,3,3,3,3,3,2,2,3,2,"7,1,1",22,4,10,,
7994,7995,17,2,1,16.16,8.08,2,2,4,5,1,2,2,3,1,2,3,1,2,2,3,"4,1,3",5,8,11,,
7995,7996,17,2,4,14.78,7.39,1,4,1,2,2,2,3,3,2,2,3,3,3,3,2,"5,7,6",4,8,5,,
7996,7997,16,1,1,17.54,8.77,4,5,5,4,3,1,1,1,1,1,1,2,2,3,2,"3,6,2",16,5,9,,
7997,7998,18,1,4,18.66,9.33,3,4,4,1,3,2,2,1,3,2,3,1,1,1,1,"2,8,4",21,6,7,,
7998,7999,18,1,3,18.44,9.22,4,1,4,2,1,3,2,1,3,3,2,1,3,2,3,"1,6,7",8,5,1,,
